raw_label,normalized_label,count,group_size
빨간색 캔 음료,빨간색 캔 음료,1,1
빨간색 플라스틱 뚜껑이 있는 금속 용기,빨간색 플라스틱 뚜껑이 있는 금속 용기,1,1
빨간색 플라스틱 의자,빨간색 플라스틱 의자,1,1
"빨간색, 흰색, 파란색, 초록색","빨간색, 흰색, 파란색, 초록색",1,1
빨간색과 갈색,빨간색과 갈색,1,1
빨간색과 노란색 글자가 적힌 종이 띠,빨간색과 노란색 글자가 적힌 종이 띠,1,1
빨간색과 은색,빨간색과 은색,1,1
빨간색과 초록색 상자,빨간색과 초록색 상자,1,1
빨간색과 흰색이 그라데이션된 종이컵,빨간색과 흰색이 그라데이션된 종이컵,1,1
빨간색과 흰색이 섞인 용기,빨간색과 흰색이 섞인 용기,1,1
빨대,빨대,6,1
빨대가 꽂힌 투명 플라스틱 컵,빨대가 꽂힌 투명 플라스틱 컵,2,1
빨대와 컵 뚜껑,빨대와 컵 뚜껑,2,1
빨대와 투명 컵,빨대와 투명 컵,2,1
빨대와 흰색 뚜껑,빨대와 흰색 뚜껑,1,1
빼빼로 상자,빼빼로 상자,2,1
뽁뽁이(에어캡),뽁뽁이(에어캡),2,1
사각형 플라스틱 트레이,사각형 플라스틱 트레이,1,1
사과 주스 캔,사과 주스 캔,2,1
사과맛,사과맛,1,1
사과맛 사이다 캔,사과맛 사이다 캔,1,1
사무용 메쉬 의자 포장 상자,사무용 메쉬 의자 포장 상자,1,1
사진 중앙 오른쪽 바닥에 쌓여 있음,사진 중앙 오른쪽 바닥에 쌓여 있음,1,1
사진 중앙과 오른쪽 바닥에 쌓여 있다,사진 중앙과 오른쪽 바닥에 쌓여 있다,1,1
삼성 복사용지 박스,삼성 복사용지 박스,1,1
삼성 쇼핑백,삼성 쇼핑백,1,1
삼양 불닭볶음면,삼양 불닭볶음면,2,1
상자 모양의 포장지,상자 모양의 포장지,1,1
생수,생수,1,1
생수 페트병,생수 페트병,1,1
생수병,생수병,3,1
서울우유,서울우유,1,1
서울우유 100%,서울우유 100%,1,1
소주병,소주병,2,1
소주병과 맥주병,소주병과 맥주병,2,1
소주병과 플라스틱 음료병,소주병과 플라스틱 음료병,1,1
손 세정제 용기,손 세정제 용기,1,1
손에 들린 음료 종이팩,손에 들린 음료 종이팩,1,1
숟가락과 젓가락,숟가락과 젓가락,1,1
술병,술병,1,1
슈퍼 사워 웜스 박스,슈퍼 사워 웜스 박스,1,1
스킨케어용 튜브형 용기,스킨케어용 튜브형 용기,1,1
스타벅스 음료 운반용 박스,스타벅스 음료 운반용 박스,1,1
스타벅스 음료 운반용 종이 케이스,스타벅스 음료 운반용 종이 케이스,2,1
스타벅스 종이컵 케이스,스타벅스 종이컵 케이스,1,1
스타벅스 종이컵 홀더,스타벅스 종이컵 홀더,1,1
스탠리 텀블러의 뚜껑,스탠리 텀블러의 뚜껑,1,1
스테인리스 컵,스테인리스 컵,1,1
스티로폼,스티로폼,27,1
스티로폼 상자 옆에 투명 비닐봉지 안에 모여 있다.,스티로폼 상자 옆에 투명 비닐봉지 안에 모여 있다.,1,1
스티로폼 용기 3개,스티로폼 용기 3개,1,1
스티로폼 재질 용기,스티로폼 재질 용기,1,1
스티로폼 박스,스티로폼박스,4,1
스팸 캔,스팸 캔,3,1
스팸 통조림,스팸 통조림,1,1
시리얼 상자,시리얼 상자,1,1
신문과 종이박스,신문과 종이박스,1,1
신문지,신문지,4,1
신문지와 골판지 박스,신문지와 골판지 박스,1,1
쓰레기 봉투 옆에 놓여 있다,쓰레기 봉투 옆에 놓여 있다,1,1
쓰레기봉투 옆 바닥에 있다,쓰레기봉투 옆 바닥에 있다,1,1
쓰레기통 옆에 기대어 있다,쓰레기통 옆에 기대어 있다,1,1
아몬드 브리즈 팩,아몬드 브리즈 팩,1,1
아보카도,아보카도,1,1
아이스 커피 컵과 뚜껑,아이스 커피 컵과 뚜껑,1,1
안경 케이스,안경 케이스,1,1
알루미늄 음료 캔,알루미늄 음료 캔,4,1
알루미늄 캔,알루미늄 캔,67,1
알루미늄 캔 - 금속류,알루미늄 캔 - 금속류,1,1
알루미늄 캔 1개,알루미늄 캔 1개,2,1
"알루미늄 캔 1개, 플라스틱 병 1개","알루미늄 캔 1개, 플라스틱 병 1개",3,1
알루미늄 캔 2개,알루미늄 캔 2개,11,1
알루미늄 캔 3개,알루미늄 캔 3개,1,1
알루미늄 캔 두 개,알루미늄 캔 두 개,1,1
"알루미늄 캔은 금속, 골판지 상자는 종이","알루미늄 캔은 금속, 골판지 상자는 종이",1,1
"알루미늄 캔은 캔류, 플라스틱 컵은 플라스틱류로 분리 배출한다.","알루미늄 캔은 캔류, 플라스틱 컵은 플라스틱류로 분리 배출한다.",1,1
알루미늄 포장지,알루미늄 포장지,1,1
알루미늄 호일,알루미늄 호일,1,1
알약 포장지,알약 포장지,2,1
앞쪽 쓰레기통,앞쪽 쓰레기통,1,1
약 40개,약 40개,1,1
얼음,얼음,3,1
얼음 조각,얼음 조각,1,1
없음,없음,2,1
에너지 드링크 캔,에너지 드링크 캔,1,1
에너지 음료 캔,에너지 음료 캔,2,1
에어캡(뽁뽁이),에어캡(뽁뽁이),1,1
에클립스 캔디 케이스,에클립스 캔디 케이스,1,1
열쇠고리,열쇠고리,1,1
영양소 파이 상자,영양소 파이 상자,1,1
오뚜기 카레 소스 상자,오뚜기 카레 소스 상자,1,1
오뜨 치즈 과자 상자,오뜨 치즈 과자 상자,1,1
오렌지 주스와 사과 주스,오렌지 주스와 사과 주스,1,1
오렌지색 상자,오렌지색 상자,1,1
오렌지색 종이 포장지,오렌지색 종이 포장지,1,1
오른쪽 가스레인지 위,오른쪽 가스레인지 위,1,1
오른쪽 나뭇가지 아래,오른쪽 나뭇가지 아래,1,1
오른쪽 바닥에 쌓여 있다,오른쪽 바닥에 쌓여 있다,1,1
오른쪽 아래 칸,오른쪽 아래 칸,1,1
오른쪽 음료팩,오른쪽 음료팩,1,1
오른쪽의 TEAZLE 음료 병,오른쪽의 TEAZLE 음료 병,1,1
옥수수 통조림 캔,옥수수 통조림 캔,2,1
옥수수염차,옥수수염차,1,1
올리브 오일 병,올리브 오일 병,1,1
완전히 접혀서 평평한 상태,완전히 접혀서 평평한 상태,1,1
"왼쪽 4L, 오른쪽 4L","왼쪽 4L, 오른쪽 4L",1,1
왼쪽 바닥에 쌓여 있는 상자들 위,왼쪽 바닥에 쌓여 있는 상자들 위,1,1
"왼쪽 병은 파란색, 오른쪽 병은 초록색 뚜껑이다.","왼쪽 병은 파란색, 오른쪽 병은 초록색 뚜껑이다.",1,1
"왼쪽 상자는 종이 재질, 오른쪽 상자는 종이 재질이다.","왼쪽 상자는 종이 재질, 오른쪽 상자는 종이 재질이다.",1,1
왼쪽 컵,왼쪽 컵,1,1
"왼쪽 컵 1개, 오른쪽 컵 1개","왼쪽 컵 1개, 오른쪽 컵 1개",1,1
"왼쪽 컵의 빨대는 플라스틱, 오른쪽 컵의 빨대는 종이","왼쪽 컵의 빨대는 플라스틱, 오른쪽 컵의 빨대는 종이",1,1
왼쪽 흰색 망,왼쪽 흰색 망,1,1
왼쪽 흰색 바구니,왼쪽 흰색 바구니,1,1
왼쪽에 있는 투명 컵,왼쪽에 있는 투명 컵,1,1
왼쪽의 골판지 조각,왼쪽의 골판지 조각,1,1
요거트 용기,요거트 용기,1,1
우동 용기,우동 용기,1,1
우생장갑 상자,우생장갑 상자,1,1
우유,우유,2,1
우유팩,우유팩,3,1
운동화 상자,운동화 상자,1,1
위 세 가지 모두,위 세 가지 모두,3,1
유리,유리,50,1
유리 물병,유리 물병,1,1
유리 접시,유리 접시,1,1
유리 컵,유리 컵,1,1
"유리병 1개, 종이팩 1개","유리병 1개, 종이팩 1개",1,1
"유리병 1개, 플라스틱 병 1개","유리병 1개, 플라스틱 병 1개",2,1
"유리병 1개, 플라스틱병 1개","유리병 1개, 플라스틱병 1개",1,1
유리병 재활용,유리병 재활용,1,1
유리병과 캔,유리병과 캔,1,1
유리병과 플라스틱 병,유리병과 플라스틱 병,1,1
유리병과 플라스틱 용기,유리병과 플라스틱 용기,1,1
유리와 플라스틱,유리와 플라스틱,1,1
유리컵,유리컵,3,1
은박 포장재가 있는 상자 안,은박 포장재가 있는 상자 안,1,1
은박 포장지 조각,은박 포장지 조각,1,1
은박지 포장지,은박지 포장지,1,1
은색 바탕에 분홍색 손잡이,은색 바탕에 분홍색 손잡이,1,1
은색과 분홍색 포장재,은색과 분홍색 포장재,1,1
은색과 주황색 그릇,은색과 주황색 그릇,1,1
음료 캔 뚜껑,음료 캔 뚜껑,1,1
음료 컵 뚜껑,음료 컵 뚜껑,1,1
음료 컵 홀더,음료 컵 홀더,1,1
음료 컵과 뚜껑,음료 컵과 뚜껑,5,1
음료 컵과 빨대,음료 컵과 빨대,1,1
음료 컵의 겉면 포장지,음료 컵의 겉면 포장지,1,1
음료 페트병,음료 페트병,1,1
음료가 담긴 투명 컵과 뚜껑,음료가 담긴 투명 컵과 뚜껑,3,1
음료가 담긴 투명 컵과 빨대,음료가 담긴 투명 컵과 빨대,2,1
음료가 담긴 투명 플라스틱 컵,음료가 담긴 투명 플라스틱 컵,5,1
음료가 담긴 투명 플라스틱 컵과 빨대,음료가 담긴 투명 플라스틱 컵과 빨대,1,1
음료가 담긴 투명한 플라스틱 컵,음료가 담긴 투명한 플라스틱 컵,1,1
음료가 담긴 플라스틱 컵,음료가 담긴 플라스틱 컵,1,1
음료수 PET 병,음료수 PET 병,1,1
음료수 병,음료수 병,4,1
음료수 종이 상자,음료수 종이 상자,1,1
음료수 캔과 맥주 캔,음료수 캔과 맥주 캔,1,1
음료수 캔과 빈 통조림 캔,음료수 캔과 빈 통조림 캔,1,1
음료수 캔과 식품 캔,음료수 캔과 식품 캔,1,1
음료수 컵과 빨대,음료수 컵과 빨대,1,1
음료수 페트병,음료수 페트병,3,1
음료수 캔,음료수캔,7,1
음료 캔,음료캔,14,1
음식 포장 상자,음식 포장 상자,1,1
이클립스 껌 상자,이클립스 껌 상자,1,1
인도 위,인도 위,1,1
인쇄된 문서,인쇄된 문서,1,1
인쇄된 안내문,인쇄된 안내문,1,1
일회용 마스크,일회용 마스크,1,1
일회용 커피 컵 뚜껑,일회용 커피 컵 뚜껑,1,1
잎사귀 그림이 그려진 액자,잎사귀 그림이 그려진 액자,1,1
작은 흰색 뚜껑이 있는 병,작은 흰색 뚜껑이 있는 병,1,1
전구,전구,1,1
전단지와 광고지,전단지와 광고지,1,1
전봇대 옆,전봇대 옆,1,1
접시 바로 앞쪽,접시 바로 앞쪽,1,1
접힌 박스 형태,접힌 박스 형태,1,1
접힌 흰색 종이,접힌 흰색 종이,1,1
제로 슈가 라임 맛,제로 슈가 라임 맛,1,1
제로 카페인 제로 슈가 음료 캔,제로 카페인 제로 슈가 음료 캔,1,1
제품을 감싸는 투명 비닐 포장재,제품을 감싸는 투명 비닐 포장재,1,1
조지아,조지아,1,1
종이,종이,132,1
종이 계란판,종이 계란판,2,1
종이 과자 상자,종이 과자 상자,3,1
종이 냅킨,종이 냅킨,1,1
종이 노트,종이 노트,1,1
종이 달걀판,종이 달걀판,2,1
종이 담배갑,종이 담배갑,3,1
종이 담배갑 2개,종이 담배갑 2개,1,1
종이 뭉치,종이 뭉치,1,1
종이 및 골판지,종이 및 골판지,1,1
종이 및 종이팩,종이 및 종이팩,1,1
종이 박스 포장재,종이 박스 포장재,1,1
종이 박스와 비닐 포장재,종이 박스와 비닐 포장재,1,1
종이 박스와 종이 완충재,종이 박스와 종이 완충재,1,1
종이 상자 두 개,종이 상자 두 개,1,1
종이 상자 안,종이 상자 안,1,1
종이 상자와 비닐 포장된 감자칩 봉지,종이 상자와 비닐 포장된 감자칩 봉지,1,1
종이 상자와 종이 봉투,종이 상자와 종이 봉투,4,1
종이 상자와 종이 쇼핑백,종이 상자와 종이 쇼핑백,2,1
종이 상자와 종이 카드,종이 상자와 종이 카드,1,1
종이 상자와 종이류,종이 상자와 종이류,1,1
종이 상자와 플라스틱 봉투,종이 상자와 플라스틱 봉투,1,1
종이 상자와 플라스틱 알약 포장,종이 상자와 플라스틱 알약 포장,1,1
종이 상자와 플라스틱 튜브,종이 상자와 플라스틱 튜브,1,1
종이 쇼핑백,종이 쇼핑백,2,1
종이 심지,종이 심지,1,1
종이 용기,종이 용기,5,1
종이 재질,종이 재질,7,1
"종이 재질, 종이류","종이 재질, 종이류",1,1
종이 재질의 과자 상자,종이 재질의 과자 상자,2,1
종이 재질의 달걀판,종이 재질의 달걀판,1,1
종이 재질의 상자,종이 재질의 상자,6,1
종이 재질의 안내문,종이 재질의 안내문,1,1
종이 재질의 음료 컵 홀더,종이 재질의 음료 컵 홀더,1,1
종이 재질의 컵 홀더,종이 재질의 컵 홀더,1,1
종이 재질의 컵 홀더가 붙은 투명 컵,종이 재질의 컵 홀더가 붙은 투명 컵,1,1
종이 재질의 컵홀더,종이 재질의 컵홀더,3,1
종이 재질의 휴지 상자,종이 재질의 휴지 상자,1,1
종이 전단지,종이 전단지,1,1
종이 조각,종이 조각,2,1
종이 쪽지,종이 쪽지,1,1
종이 커피 필터,종이 커피 필터,1,1
종이 컵,종이 컵,1,1
종이 컵 홀더,종이 컵 홀더,1,1
종이 타월,종이 타월,1,1
종이 포장재,종이 포장재,3,1
종이 포장지,종이 포장지,8,1
종이(골판지 상자),종이(골판지 상자),1,1
종이(골판지 포함),종이(골판지 포함),4,1
종이(골판지),종이(골판지),19,1
종이(골판지) 상자,종이(골판지) 상자,1,1
종이(박스),종이(박스),6,1
종이(종이팩),종이(종이팩),1,1
종이/골판지,종이/골판지,4,1
종이로 된 가격표,종이로 된 가격표,1,1
종이로 된 김 상자,종이로 된 김 상자,1,1
종이로 된 음식 용기,종이로 된 음식 용기,1,1
종이로 된 책과 노트,종이로 된 책과 노트,1,1
종이로 된 휴지심,종이로 된 휴지심,1,1
종이로 만든 스타벅스 컵 홀더,종이로 만든 스타벅스 컵 홀더,1,1
종이로 만든 포장지,종이로 만든 포장지,1,1
종이로 뭉친 휴지,종이로 뭉친 휴지,1,1
종이류,종이류,57,1
종이류 박스,종이류 박스,3,1
종이류 상자,종이류 상자,1,1
종이류 신문지,종이류 신문지,1,1
종이류 재활용,종이류 재활용,1,1
종이류(박스 및 종이),종이류(박스 및 종이),1,1
종이류와 종이상자,종이류와 종이상자,1,1
종이류와 플라스틱류,종이류와 플라스틱류,1,1
종이박스와 종이봉투,종이박스와 종이봉투,1,1
종이봉투,종이봉투,12,1
종이봉투와 종이상자,종이봉투와 종이상자,1,1
종이상자 2개,종이상자 2개,1,1
종이상자와 종이뭉치,종이상자와 종이뭉치,1,1
종이상자와 종이박스,종이상자와 종이박스,1,1
종이와 골판지,종이와 골판지,2,1
종이와 종이상자,종이와 종이상자,2,1
종이와 캔,종이와 캔,1,1
종이와 플라스틱 뚜껑,종이와 플라스틱 뚜껑,1,1
종이와 플라스틱 복합재질,종이와 플라스틱 복합재질,2,1
종이책,종이책,1,1
종이책과 종이상자,종이책과 종이상자,1,1
종이컵,종이컵,33,1
종이컵 뚜껑,종이컵 뚜껑,1,1
종이컵 오른쪽에 있음,종이컵 오른쪽에 있음,1,1
종이컵 홀더,종이컵 홀더,4,1
종이컵과 유리병,종이컵과 유리병,1,1
종이컵과 종이 받침대,종이컵과 종이 받침대,1,1
종이컵과 종이봉투,종이컵과 종이봉투,1,1
종이컵과 종이상자,종이컵과 종이상자,1,1
종이컵과 캔,종이컵과 캔,2,1
종이컵과 컵홀더,종이컵과 컵홀더,1,1
종이컵과 플라스틱 뚜껑,종이컵과 플라스틱 뚜껑,3,1
종이컵과 플라스틱 병,종이컵과 플라스틱 병,1,1
종이컵과 플라스틱 빨대,종이컵과 플라스틱 빨대,1,1
종이컵과 플라스틱 컵,종이컵과 플라스틱 컵,3,1
종이컵과 플라스틱 컵이 주로 들어있다.,종이컵과 플라스틱 컵이 주로 들어있다.,1,1
"종이컵은 종이류, 뚜껑은 플라스틱류","종이컵은 종이류, 뚜껑은 플라스틱류",1,1
종이팩,종이팩,41,1
종이팩 2개,종이팩 2개,1,1
종이팩 3개,종이팩 3개,1,1
종이팩 두유와 알루미늄 캔 음료,종이팩 두유와 알루미늄 캔 음료,1,1
종이팩 바나나우유,종이팩 바나나우유,1,1
종이팩 우유 용기,종이팩 우유 용기,1,1
종이팩 음료 2개,종이팩 음료 2개,1,1
종이팩 음료 용기,종이팩 음료 용기,3,1
종이팩 주스 상자,종이팩 주스 상자,1,1
종이팩과 종이상자,종이팩과 종이상자,1,1
종이팩으로 분리배출한다,종이팩으로 분리배출한다,1,1
주방용 키친타올 상자,주방용 키친타올 상자,1,1
주스팩,주스팩,1,1
주황색,주황색,5,1
주황색 뚜껑과 투명한 병,주황색 뚜껑과 투명한 병,1,1
주황색 바구니,주황색 바구니,1,1
주황색 스티커,주황색 스티커,1,1
주황색 콘 옆 바닥에 있다.,주황색 콘 옆 바닥에 있다.,1,1
주황색과 파란색,주황색과 파란색,1,1
즉석밥 컵 용기,즉석밥 컵 용기,1,1
즙시즐 플럼 주스 팩,즙시즐 플럼 주스 팩,1,1
"지우개는 일반쓰레기, 비닐포장은 플라스틱류","지우개는 일반쓰레기, 비닐포장은 플라스틱류",1,1
짱구,짱구,1,1
차 바퀴 옆 도로 가장자리,차 바퀴 옆 도로 가장자리,1,1
참장 양념 통조림 용기,참장 양념 통조림 용기,1,1
참치 캔,참치 캔,2,1
창가 바닥에 놓여 있다.,창가 바닥에 놓여 있다.,1,1
창문 옆 선반 위,창문 옆 선반 위,1,1
창문턱 위,창문턱 위,1,1
책상 아래 바닥에 놓여 있다.,책상 아래 바닥에 놓여 있다.,1,1
책상 오른쪽 모니터 앞,책상 오른쪽 모니터 앞,1,1
책상 오른쪽 위,책상 오른쪽 위,1,1
책상 오른쪽 위 초록색 용기,책상 오른쪽 위 초록색 용기,1,1
책상 오른쪽 위 컴퓨터 모니터 옆,책상 오른쪽 위 컴퓨터 모니터 옆,1,1
책상 왼쪽 뒤쪽,책상 왼쪽 뒤쪽,1,1
책상 왼쪽 창가에 있다,책상 왼쪽 창가에 있다,1,1
책상 위,책상 위,1,1
책상 위 앞쪽,책상 위 앞쪽,1,1
책상 위 오렌지 껍질 옆,책상 위 오렌지 껍질 옆,1,1
책상 위 중앙,책상 위 중앙,2,1
책상 중앙,책상 중앙,1,1
책상 중앙 키보드 옆,책상 중앙 키보드 옆,1,1
책자와 종이,책자와 종이,1,1
책장 상단 선반,책장 상단 선반,1,1
천으로 된 파우치 옆에 놓여 있다.,천으로 된 파우치 옆에 놓여 있다.,1,1
철제 기둥 옆 바닥,철제 기둥 옆 바닥,1,1
철제 난간 위 오른쪽 끝,철제 난간 위 오른쪽 끝,1,1
초록 매실 스파클링 음료수 병과 흰색 종이컵 뚜껑 둘 다,초록 매실 스파클링 음료수 병과 흰색 종이컵 뚜껑 둘 다,1,1
초록매실 음료병,초록매실 음료병,1,1
초록색,초록색,22,1
초록색 MONSTER 음료 컵 홀더,초록색 MONSTER 음료 컵 홀더,1,1
초록색 과자 상자,초록색 과자 상자,2,1
초록색 뚜껑이 있는 빈 페트병,초록색 뚜껑이 있는 빈 페트병,1,1
초록색 물병,초록색 물병,1,1
초록색 병,초록색 병,1,1
초록색 울타리 옆 바닥에,초록색 울타리 옆 바닥에,1,1
초록색 음료수 병,초록색 음료수 병,1,1
초록색 철망 울타리 앞 바닥에 놓여 있다.,초록색 철망 울타리 앞 바닥에 놓여 있다.,1,1
"초록색 포장지는 플라스틱, 갈색 종이는 종이류","초록색 포장지는 플라스틱, 갈색 종이는 종이류",1,1
초록색과 검은색,초록색과 검은색,1,1
초록색과 노란색,초록색과 노란색,1,1
초록색과 투명색,초록색과 투명색,1,1
초록색과 흰색,초록색과 흰색,2,1
초코 과자 상자,초코 과자 상자,1,1
초코쉐이크 컵과 빨대,초코쉐이크 컵과 빨대,1,1
초코우유,초코우유,1,1
초코칩 쿠키 상자,초코칩 쿠키 상자,1,1
초코파이 비닐 포장지,초코파이 비닐 포장지,1,1
초코파이 상자,초코파이 상자,2,1
초코파이 상자와 타르틀렛 상자,초코파이 상자와 타르틀렛 상자,1,1
초코하임 과자 봉지,초코하임 과자 봉지,1,1
초코하임 과자 상자,초코하임 과자 상자,1,1
초콜릿 봉지,초콜릿 봉지,1,1
초콜릿 상자,초콜릿 상자,2,1
초콜릿 우유 종이팩,초콜릿 우유 종이팩,1,1
초콜릿과 과자 포장지,초콜릿과 과자 포장지,1,1
초파춥스 캔,초파춥스 캔,1,1
치약 상자,치약 상자,1,1
치약 튜브와 칫솔,치약 튜브와 칫솔,1,1
치즈 케이크 상자,치즈 케이크 상자,1,1
친환경 종이 용기,친환경 종이 용기,1,1
칠성 사이다,칠성 사이다,1,1
칠성사이다,칠성사이다,1,1
침대 옆 바닥 위,침대 옆 바닥 위,1,1
칫솔 케이스,칫솔 케이스,1,1
칭따오,칭따오,1,1
캐비닛 안쪽 오른쪽에 있는 펌프 용기,캐비닛 안쪽 오른쪽에 있는 펌프 용기,1,1
캔,캔,15,1
"캔 1개, 병 2개","캔 1개, 병 2개",3,1
"캔 1개, 종이팩 1개","캔 1개, 종이팩 1개",1,1
"캔 1개, 페트병 1개","캔 1개, 페트병 1개",1,1
"캔 2개, 금속 재질","캔 2개, 금속 재질",2,1
캔 분리수거함,캔 분리수거함,1,1
캔 음료,캔 음료,1,1
캔류,캔류,2,1
"캔은 금속, 상자는 종이","캔은 금속, 상자는 종이",1,1
캔이 구겨져 있다,캔이 구겨져 있다,1,1
캔이 찌그러져 있다,캔이 찌그러져 있다,2,1
커다란 종이 상자,커다란 종이 상자,1,1
커피 상자,커피 상자,1,1
커피 스틱 포장재,커피 스틱 포장재,1,1
커피 종이컵,커피 종이컵,1,1
커피 컵,커피 컵,1,1
커피 컵 뚜껑,커피 컵 뚜껑,3,1
커피 컵 홀더,커피 컵 홀더,9,1
커피 컵과 뚜껑,커피 컵과 뚜껑,2,1
커피 컵과 빨대,커피 컵과 빨대,2,1
커피 컵과 컵 홀더,커피 컵과 컵 홀더,1,1
커피 페트병,커피 페트병,1,1
커피가 담긴 투명 플라스틱 컵,커피가 담긴 투명 플라스틱 컵,1,1
커피음료,커피음료,1,1
컴퓨터 모니터 앞,컴퓨터 모니터 앞,1,1
컵 뚜껑,컵 뚜껑,2,1
컵 뚜껑과 빨대,컵 뚜껑과 빨대,2,1
컵 안에 음료 위에 덮여 있다.,컵 안에 음료 위에 덮여 있다.,1,1
컵과 뚜껑,컵과 뚜껑,4,1
컵과 빨대,컵과 빨대,2,1
컵라면 용기 겉면 종이 포장,컵라면 용기 겉면 종이 포장,1,1
컵받침 종이,컵받침 종이,1,1
